Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,Default
50,38735,49723,419,26,1,8.85,48,0.55,0,2,2,1,1,1,0,0
25,61519,239300,570,69,4,8.68,24,0.37,0,3,2,0,1,2,1,0
44,96870,26893,685,5,1,17.97,12,0.69,0,2,2,1,0,4,1,0
18,129208,213005,437,26,3,8.05,24,0.41,1,3,0,1,1,4,0,1
32,115340,212981,482,15,3,9.77,60,0.38,2,2,0,0,1,1,1,0
41,70777,63402,327,0,4,21.14,36,0.37,3,3,0,0,1,1,0,0
42,55423,241264,453,56,1,17.32,12,0.2,2,2,0,1,0,2,1,0
27,141752,84373,558,79,1,10.61,36,0.43,3,3,0,1,0,0,0,0
25,58737,108634,550,118,3,4.05,60,0.33,3,0,1,1,0,1,1,0
52,102501,77844,798,106,3,3.36,12,0.59,1,3,2,1,1,4,0,0
45,68035,228805,738,60,1,21.12,60,0.82,3,2,0,1,1,2,1,0
33,137473,184067,367,73,4,9.89,24,0.42,2,0,1,0,1,1,0,0
58,44280,65527,509,37,3,19.66,60,0.27,3,1,1,0,0,1,0,0
61,30293,143899,588,99,2,8.74,60,0.21,1,3,0,1,1,4,1,0
40,43507,248170,679,54,3,3.62,12,0.11,0,2,1,1,0,3,0,0
63,46950,225841,356,14,1,18.11,12,0.7,1,3,0,1,0,4,1,0
19,130842,225120,732,102,1,12.76,24,0.44,2,1,2,0,0,3,1,0
24,102493,210226,716,110,4,10.65,12,0.56,3,2,2,1,0,2,1,0
35,41972,219175,650,103,1,22.36,12,0.43,1,1,0,0,1,3,1,0
40,138013,11171,508,82,4,10.35,24,0.54,1,3,0,0,0,2,1,0
53,124302,150427,429,28,3,20.66,48,0.16,1,0,1,0,1,3,1,0
55,102272,93605,701,111,3,4.73,12,0.42,3,1,0,1,0,4,1,0
30,22692,163393,629,111,2,16.41,60,0.21,2,2,0,1,0,2,0,0
53,128707,204670,787,114,2,18.97,48,0.58,3,1,0,1,0,2,1,0
40,106307,50530,582,95,3,8.57,12,0.58,3,0,1,1,1,2,1,0
32,64441,208397,794,38,2,14.05,24,0.53,0,2,0,0,0,3,0,1
50,75616,85771,344,39,2,23.8,60,0.2,1,2,2,0,1,2,0,0
19,122812,15434,712,3,4,17.61,48,0.7,1,3,0,1,0,4,1,0
57,70958,183403,672,63,3,6.57,48,0.2,3,1,0,1,1,3,1,0
56,101273,212607,554,95,1,24.4,12,0.59,3,0,1,0,1,3,0,0
28,94963,9910,631,88,4,3.08,36,0.89,0,2,2,0,0,1,1,0
67,60459,170148,505,2,1,16.89,48,0.37,3,0,0,0,0,1,0,0
22,116267,36274,371,96,2,20.33,12,0.43,0,2,2,0,1,4,1,0
55,102999,148948,620,41,2,16.36,12,0.75,0,1,2,1,0,3,0,0
55,99869,92136,816,51,4,20.11,36,0.15,1,2,1,1,0,3,1,0
47,136909,98041,678,32,4,7.16,36,0.12,3,1,2,0,0,3,1,0
68,148119,103466,682,78,3,9.74,48,0.69,1,0,0,0,1,0,0,0
63,54770,159343,790,6,2,21.91,36,0.18,3,0,2,1,1,3,1,0
52,126671,124984,819,53,4,16.96,60,0.39,3,0,1,1,1,0,0,0
65,44907,165173,528,101,1,24.57,60,0.6,3,1,0,0,1,0,0,0
62,114087,196710,688,62,4,13.83,48,0.36,1,1,2,1,1,2,0,0
51,83032,117021,382,0,4,8.99,60,0.81,3,2,0,0,1,1,0,0
38,49258,205826,807,21,1,21.1,12,0.5,1,3,0,0,1,3,0,0
52,100779,134021,810,118,4,5.46,12,0.52,2,2,2,1,0,1,0,0
32,64977,144863,507,83,2,13.27,36,0.64,2,2,0,0,1,1,1,0
36,22490,191369,613,69,2,12.75,12,0.16,0,3,1,0,0,4,1,1
23,85542,67298,713,51,2,2.05,48,0.26,0,0,0,1,1,3,0,0
45,147909,166618,818,17,4,2.69,24,0.75,3,0,2,0,0,4,1,0
43,112731,60168,564,90,1,11.95,60,0.82,0,1,1,1,1,1,0,0
19,138310,74009,455,79,1,10.03,12,0.33,0,2,2,1,0,3,1,0
23,53530,221639,813,66,3,5.03,12,0.78,3,2,1,1,0,2,0,0
58,120130,202517,323,39,3,2.42,36,0.22,2,1,2,0,1,1,1,0
37,50183,198944,567,99,1,19.7,36,0.13,0,2,1,0,0,3,1,0
57,132727,172004,444,90,4,22.67,24,0.21,1,0,0,1,1,3,0,0
54,131862,169351,568,112,1,4.97,48,0.38,1,3,0,1,1,3,0,0
64,19868,81887,439,60,1,10.12,60,0.69,1,2,0,1,0,0,1,0
48,15621,128590,484,47,1,13.86,36,0.41,0,0,0,1,0,0,1,0
69,78117,198367,595,78,3,11.68,60,0.76,2,1,1,1,1,4,1,0
59,80183,236994,837,48,2,9.98,60,0.12,1,1,1,0,1,4,1,0
51,123612,85069,448,37,2,19.07,36,0.27,3,2,1,0,1,4,0,0
63,40228,44998,456,28,1,17.77,12,0.18,3,2,0,1,1,1,1,0
49,106140,111031,733,119,1,20.94,12,0.17,3,0,2,0,1,0,0,0
44,22888,163028,503,45,3,12.88,60,0.3,1,0,2,0,1,3,1,0
58,87456,199476,441,63,4,19.82,48,0.26,0,1,2,0,1,1,0,0
57,138744,66045,369,64,1,5.03,24,0.53,0,3,0,1,1,1,0,0
35,37564,84643,820,30,4,4.4,36,0.66,3,1,0,1,1,2,0,0
49,81805,89992,467,36,4,22.19,12,0.87,2,1,2,0,1,1,1,0
41,58241,136784,743,111,1,7.12,12,0.12,0,3,2,0,1,4,1,0
52,139946,184340,499,95,1,19.53,60,0.36,2,2,2,1,1,2,1,0
28,52128,26068,406,72,3,14.19,60,0.69,2,1,0,0,1,4,0,0
36,142148,105273,558,84,3,14.31,60,0.65,3,1,2,1,1,4,0,0
39,37386,127758,693,11,4,8.15,24,0.9,3,3,1,1,0,2,1,0
67,86423,217566,741,65,1,14.59,48,0.85,2,3,1,1,1,3,0,0
52,118886,119401,748,3,4,6.33,12,0.38,3,0,1,0,0,3,0,0
28,130915,109754,472,21,3,20.25,36,0.18,3,3,0,0,0,3,1,0
43,144966,95349,326,86,4,3.38,36,0.78,0,2,2,1,1,2,1,0
59,110257,238477,453,74,3,22.27,60,0.73,1,1,0,1,1,1,1,0
69,64374,99791,559,10,1,13.86,24,0.27,2,3,0,1,1,3,0,0
61,80859,232944,606,74,3,13.91,36,0.42,2,0,0,1,1,1,0,0
64,22864,194998,467,62,4,6.94,60,0.7,1,3,1,0,0,0,0,0
35,71694,195529,797,100,1,23.76,12,0.56,2,2,2,1,0,4,1,0
56,142417,162666,363,82,1,11.45,60,0.11,3,2,0,0,1,3,1,0
68,133799,128623,590,17,3,2.72,12,0.74,3,1,2,1,1,3,1,0
45,39897,104493,656,87,3,8.62,36,0.19,2,2,0,0,0,3,0,1
54,117550,15166,332,118,2,10.16,24,0.85,0,3,0,0,1,3,0,0
45,100779,93347,388,105,4,10.7,12,0.1,3,0,0,0,0,1,1,0
36,33901,168990,342,104,3,18.67,24,0.81,3,1,1,0,1,0,0,0
28,109988,209316,531,103,2,8.76,12,0.2,1,1,1,0,1,0,0,0
42,114529,249159,606,65,1,13.94,12,0.83,2,3,2,1,0,4,0,0
33,100476,42372,691,52,4,23.35,24,0.65,0,2,0,0,1,0,1,0
69,123579,154488,560,51,2,2.76,12,0.1,0,2,2,0,0,1,1,0
18,15620,190886,667,38,3,24.18,24,0.48,3,0,2,0,0,0,0,0
18,60203,70184,755,100,1,21.32,60,0.69,1,0,0,0,0,3,1,0
53,102373,170357,516,33,3,4.17,24,0.36,2,1,0,1,1,1,1,0
67,48160,7767,331,66,3,18.35,36,0.17,1,3,2,1,1,4,1,0
63,58610,167966,753,88,2,7.3,24,0.61,3,3,0,1,1,3,1,0
18,24408,224883,540,69,1,7.47,24,0.45,1,3,0,0,0,0,1,0
28,38726,102115,510,110,4,2.38,60,0.89,3,0,0,0,1,3,0,0
55,106504,182205,662,53,1,9.01,12,0.3,2,3,2,0,1,1,1,0
21,37960,233403,728,96,4,13.07,48,0.48,2,3,0,1,1,0,0,0
60,117215,48181,554,101,1,7.6,60,0.48,3,3,1,1,0,4,1,0
61,16157,223457,391,72,4,10.3,36,0.14,3,2,1,0,1,1,0,1
30,116504,199787,762,65,3,17.54,48,0.28,1,3,2,1,0,3,1,1
26,133950,122107,655,95,2,24.71,60,0.6,2,1,2,1,0,0,1,0
65,57803,94688,347,38,3,15.0,24,0.8,3,2,1,1,0,0,0,0
20,106982,81652,762,65,1,20.04,36,0.36,0,3,0,1,0,3,0,0
26,49938,246708,431,54,2,19.78,12,0.65,0,1,1,1,0,1,0,0
61,143407,82779,444,45,1,13.81,48,0.67,3,1,2,1,0,3,0,0
64,28729,18657,395,52,3,20.48,12,0.81,0,1,1,1,0,1,0,0
48,77454,137599,358,77,4,5.7,48,0.75,2,0,2,0,0,4,0,0
46,51038,241424,675,14,4,20.19,48,0.34,0,2,1,1,1,1,1,0
64,61017,79844,671,109,2,19.07,48,0.76,3,1,0,0,0,4,1,0
54,69280,179848,691,109,2,19.7,36,0.53,2,2,1,0,1,0,1,0
30,68293,23572,626,107,3,16.25,60,0.59,2,1,0,0,1,4,0,0
47,40879,45804,644,30,1,20.68,60,0.78,1,3,0,0,1,3,1,0
63,38371,140664,491,73,4,3.33,60,0.84,3,0,1,0,1,3,0,0
52,95030,211654,339,70,1,4.39,12,0.82,3,2,1,0,1,3,1,0
29,45222,115976,559,11,1,17.38,60,0.47,1,0,0,1,0,0,1,0
32,103575,79831,406,67,3,11.11,24,0.87,0,1,0,1,1,3,1,0
62,83077,224138,536,90,3,15.4,24,0.54,0,0,1,1,0,4,0,0
47,76149,85411,472,85,4,13.38,60,0.35,2,3,0,1,1,1,1,0
38,29744,220053,603,12,3,24.43,60,0.77,3,1,2,1,1,4,1,1
20,48373,224289,719,106,3,6.08,36,0.31,1,1,0,1,0,4,0,0
56,57980,124521,603,31,2,8.04,48,0.36,2,0,0,1,0,2,1,0
60,134128,204654,646,3,4,13.32,24,0.67,2,1,0,1,0,4,0,0
33,59991,70133,728,15,2,14.51,60,0.77,0,2,2,0,0,1,1,0
33,102318,193292,470,32,3,10.48,12,0.89,0,1,2,1,1,2,1,0
19,63569,21597,436,9,2,7.2,36,0.27,0,3,2,1,1,1,1,0
65,85266,182489,486,15,4,15.54,48,0.84,1,3,0,0,1,1,0,0
35,96145,68084,417,115,2,8.4,12,0.82,1,0,2,1,1,4,1,0
48,59035,170639,826,118,3,3.65,48,0.52,0,3,1,1,0,4,0,0
23,52416,102000,578,60,2,4.11,36,0.33,1,1,0,1,0,3,0,0
34,113269,32421,340,97,3,7.85,60,0.44,2,3,0,0,1,4,1,0
25,81125,77801,419,52,4,14.52,36,0.12,3,0,0,0,1,1,1,1
32,43844,150945,789,99,4,22.04,24,0.58,3,1,2,1,0,2,0,0
37,91528,183545,778,0,2,22.65,36,0.75,1,2,0,1,1,4,1,0
20,59521,176802,647,32,4,16.16,12,0.82,3,3,0,0,0,1,0,0
68,43672,187115,753,40,4,12.5,24,0.31,2,1,2,1,0,3,1,0
65,50898,35083,508,106,3,12.0,24,0.21,2,0,1,0,0,0,0,0
44,100939,180078,373,57,4,12.99,36,0.12,2,1,1,0,1,3,1,1
22,122363,222946,495,100,1,3.29,60,0.14,0,3,0,0,1,2,0,0
60,129639,198515,336,84,2,23.61,24,0.67,2,1,2,0,0,0,0,0
22,76131,17022,312,111,3,2.22,48,0.34,3,2,2,0,1,0,1,0
55,98311,108785,756,32,1,8.09,60,0.6,2,2,0,0,0,4,1,0
53,147623,122473,707,45,4,10.46,60,0.67,3,0,1,0,0,4,1,1
34,78313,105542,830,43,3,15.43,12,0.68,1,0,2,1,0,0,0,0
21,135328,229193,574,118,2,5.76,24,0.88,3,2,0,1,1,0,1,0
49,125729,66833,800,22,4,12.08,24,0.55,2,0,0,0,1,3,1,0
69,109891,72135,769,75,2,10.78,12,0.61,3,2,2,1,0,0,1,0
48,120269,230796,488,93,1,15.74,48,0.31,1,3,1,1,1,0,0,0
51,54289,248409,612,28,1,9.87,12,0.16,0,0,0,0,0,4,0,0
48,147277,51986,495,22,1,9.4,48,0.17,0,1,1,1,0,3,0,0
50,68006,78082,714,21,2,15.28,60,0.49,3,2,0,1,1,0,1,0
37,128915,235263,606,114,3,23.69,48,0.68,2,3,1,1,1,2,0,0
69,100411,230224,502,5,1,12.11,12,0.35,1,0,1,0,0,2,0,0
43,49255,59015,620,117,3,11.4,12,0.6,0,3,2,1,1,3,0,0
26,129566,232103,675,51,3,7.85,60,0.49,0,3,1,0,1,0,1,0
25,55796,80848,698,28,4,3.82,24,0.62,0,0,2,0,1,0,1,0
25,112343,196378,603,10,4,7.34,48,0.18,1,3,1,1,0,1,0,0
33,106406,8984,662,40,1,5.28,24,0.17,2,2,1,1,0,4,1,0
41,47727,101498,548,50,3,19.12,12,0.78,2,2,0,1,1,3,0,0
24,82470,240342,500,28,1,17.75,48,0.6,3,3,0,0,1,4,1,0
68,127881,230925,824,19,3,24.56,36,0.37,0,0,0,1,1,4,0,0
35,83588,170780,454,64,4,8.24,36,0.53,3,1,1,1,0,3,1,0
32,94855,142185,470,27,2,21.45,60,0.29,3,2,2,1,0,3,1,0
35,36537,180416,699,20,1,11.27,12,0.21,0,3,0,0,0,0,0,0
29,49751,225348,598,111,2,9.12,36,0.29,3,1,0,0,1,2,1,0
18,38142,101293,547,85,3,17.64,24,0.32,3,1,1,0,1,4,0,0
45,91802,60428,433,77,2,17.37,24,0.86,1,0,1,0,1,0,1,0
41,83853,18737,419,76,2,23.86,24,0.53,1,3,1,1,0,3,0,1
68,111335,131341,629,67,1,2.43,12,0.5,0,0,1,0,1,2,1,0
56,86731,172503,320,8,1,21.92,12,0.58,1,2,2,1,0,0,0,1
21,123946,5968,399,100,4,10.28,48,0.56,3,3,2,1,0,4,0,0
53,67045,99080,720,117,2,5.32,36,0.38,1,1,0,1,0,1,0,0
52,148689,187436,453,51,3,4.8,24,0.63,3,1,1,1,1,2,0,0
38,88701,131066,613,76,1,13.22,36,0.32,0,2,2,1,1,0,1,0
46,18861,49056,533,35,4,21.7,60,0.15,2,0,2,0,0,4,1,0
39,94024,244501,714,109,1,22.65,36,0.63,3,1,1,0,0,0,0,1
55,37819,86900,637,83,1,2.53,24,0.42,3,2,2,1,1,2,0,0
68,65004,113370,741,42,3,14.61,48,0.25,3,2,1,0,0,4,0,0
34,93523,119279,386,26,2,12.99,24,0.34,2,0,0,1,1,0,1,0
28,90336,117769,662,93,4,2.51,48,0.58,0,0,2,0,1,3,0,0
33,114699,214496,647,4,3,5.23,36,0.26,3,3,2,0,1,0,0,0
43,102236,138918,532,87,3,3.94,48,0.21,1,0,2,1,0,3,1,0
61,51635,86214,804,103,1,5.75,48,0.23,2,2,0,0,1,1,1,0
64,27357,70690,765,9,1,18.81,24,0.22,0,2,1,0,1,3,0,0
63,139841,248743,573,86,2,10.24,24,0.22,2,0,0,0,0,1,0,0
39,79163,53385,678,98,4,12.93,24,0.31,3,3,1,1,1,0,0,0
20,34680,64118,696,96,3,20.31,24,0.33,0,0,0,1,1,0,1,0
64,30338,32775,423,52,3,12.67,48,0.51,1,3,0,1,0,2,0,0
48,67370,127433,755,88,2,4.82,48,0.56,0,3,1,1,0,3,0,0
38,100643,201559,415,1,4,23.4,60,0.77,3,1,2,1,1,2,0,0
47,60207,22420,604,33,3,23.14,24,0.87,1,2,2,1,0,0,0,0
56,121596,116472,513,72,1,24.77,36,0.12,1,0,1,0,0,4,1,1
50,108270,103320,464,98,4,21.47,48,0.53,2,0,2,0,0,1,1,0
58,24740,13554,714,80,1,19.15,24,0.87,3,2,0,1,1,2,1,0
31,148507,127142,383,106,4,9.79,48,0.61,0,2,2,1,1,1,0,0
56,123203,133852,635,49,4,9.81,12,0.5,3,3,0,0,1,0,1,0
30,26241,196821,595,109,3,11.42,48,0.75,2,0,2,1,0,4,1,0
25,57539,62804,366,95,1,21.28,24,0.27,1,0,2,1,1,3,0,1
30,77080,42316,454,33,4,20.16,24,0.15,3,3,0,0,1,2,0,0
29,96481,156273,709,98,2,20.18,24,0.44,1,2,0,0,1,3,1,0
67,126680,96872,568,65,2,18.78,36,0.11,0,0,1,1,0,1,0,0
45,74086,44523,785,78,2,10.94,60,0.41,1,2,1,0,1,1,0,0
59,56375,244935,751,87,2,16.35,36,0.3,3,3,1,0,0,2,0,0
44,116791,201434,428,91,4,18.29,36,0.37,0,1,0,1,1,1,0,0
63,96381,56151,624,52,2,21.1,36,0.38,2,3,0,1,1,3,1,0
37,51427,72864,323,90,4,8.42,60,0.77,2,2,1,0,0,2,1,0
65,83479,26468,532,62,4,3.36,24,0.36,0,1,0,1,0,0,0,0
19,57636,70035,822,56,1,15.86,60,0.68,2,3,0,1,1,0,0,1
45,43089,35359,731,89,4,16.7,60,0.33,1,0,2,0,0,3,0,0
23,83509,82407,684,48,1,23.62,60,0.13,1,2,0,0,1,0,1,0
34,91419,235161,640,97,2,18.41,48,0.48,0,3,2,0,1,2,1,0
59,28777,41582,444,72,1,3.2,24,0.45,1,3,1,1,1,4,0,0
21,46503,179797,436,65,4,7.08,60,0.77,3,3,1,0,0,1,1,0
60,80624,20639,632,115,1,20.53,36,0.78,3,1,2,0,0,1,0,0
29,147760,193861,331,67,1,24.55,48,0.86,3,1,0,0,1,1,0,0
58,23557,42498,370,14,4,22.7,48,0.17,1,0,0,1,1,4,1,0
52,132011,36701,749,112,3,9.27,36,0.74,0,0,2,0,0,2,1,0
30,73878,176172,637,110,1,17.14,48,0.41,3,1,0,0,1,3,1,0
66,26153,155315,842,29,2,11.58,48,0.13,1,0,1,0,0,4,0,0
33,108931,202255,314,63,4,19.76,36,0.68,1,0,0,1,0,2,0,0
46,122403,149430,465,12,3,18.85,12,0.61,2,0,2,0,0,2,0,0
58,126402,50917,699,35,3,23.74,36,0.29,1,0,2,1,0,0,0,0
31,50196,239280,316,70,1,4.33,24,0.51,0,2,0,1,1,1,0,1
64,78103,229017,513,103,2,10.01,12,0.52,1,1,1,0,0,4,1,0
45,137627,202705,373,64,2,6.43,12,0.51,2,0,2,1,1,4,1,0
60,98242,117768,565,65,1,17.78,60,0.42,0,0,0,0,1,4,1,0
21,32203,199188,528,31,4,20.16,12,0.84,3,3,0,1,1,2,1,1
60,137474,114739,679,103,3,8.66,48,0.11,1,0,0,1,1,1,0,0
37,117641,119185,841,107,2,2.17,48,0.53,2,3,0,1,1,0,1,0
51,119577,8711,653,30,2,20.9,24,0.63,0,2,2,0,1,1,1,0
31,89135,249073,495,29,3,2.96,36,0.74,0,3,2,0,1,4,1,1
32,27004,248383,739,58,1,10.58,48,0.55,1,0,2,1,0,0,1,0
62,128224,130303,308,61,4,15.99,60,0.2,3,3,0,0,0,4,0,0
31,119704,128283,607,24,2,18.12,12,0.74,2,3,1,1,1,3,0,1
62,50343,66897,489,91,4,10.54,36,0.71,3,0,2,1,1,2,0,0
57,71975,100051,638,84,1,18.06,36,0.79,1,0,0,0,0,1,0,0
56,45459,205426,763,92,2,20.53,12,0.11,0,1,2,1,0,1,1,0
55,116214,41505,450,12,2,9.16,24,0.26,0,3,2,0,0,3,1,0
68,78788,5743,822,5,2,24.35,24,0.23,0,3,2,1,0,4,0,0
61,116664,95126,749,86,1,7.22,60,0.31,1,2,2,0,1,1,0,0
37,97213,33652,799,22,4,15.07,36,0.85,3,1,2,0,0,1,0,1
28,91865,241883,617,6,4,9.92,48,0.15,1,2,0,1,1,1,0,0
30,138441,168504,849,11,1,14.27,60,0.32,1,2,1,0,0,3,0,0
47,130736,106283,806,49,4,24.03,36,0.8,0,2,1,0,0,2,1,0
36,129187,114387,477,31,4,6.53,48,0.36,3,0,1,0,0,3,1,0
32,60831,182403,733,109,3,4.61,60,0.36,2,1,1,0,0,0,1,0
35,146996,90935,785,116,4,6.17,36,0.28,3,2,1,0,1,3,1,0
47,46335,240597,453,42,1,4.58,12,0.21,1,1,2,1,1,0,1,0
44,51801,65936,510,53,4,11.96,48,0.5,2,0,1,1,1,2,0,0
31,86974,24190,825,82,4,2.12,36,0.59,2,3,2,0,1,1,0,0
32,131384,14124,574,103,1,11.26,12,0.12,3,0,0,0,0,3,1,0
33,98747,84028,343,117,3,6.51,48,0.48,0,2,2,0,1,3,1,0
24,71089,130201,719,17,4,4.74,12,0.79,0,3,2,0,0,0,0,0
49,86851,108224,360,9,3,14.25,12,0.46,0,0,2,1,1,3,1,0
36,98001,89290,696,91,3,23.83,36,0.49,2,3,0,0,1,1,0,1
47,50138,200670,483,50,1,2.29,60,0.41,1,1,2,0,0,3,1,0
31,44991,9073,535,54,2,13.92,24,0.37,1,2,1,1,1,1,0,0
52,148070,133898,395,67,4,19.88,36,0.25,3,1,1,1,1,0,0,0
41,63924,42186,363,38,1,22.3,36,0.29,3,2,2,0,0,3,1,0
29,26302,130553,734,74,3,9.32,24,0.65,3,3,0,1,1,1,0,0
20,47801,190895,735,90,1,12.25,24,0.29,3,2,0,1,1,1,0,0
52,111144,119643,345,64,4,2.26,48,0.2,2,1,1,0,1,2,1,0
65,108344,196116,526,87,3,8.01,12,0.19,2,1,2,1,0,3,0,0
54,121034,65296,328,67,2,15.84,36,0.18,2,1,1,1,1,3,0,1
21,47255,44540,757,12,3,13.63,60,0.32,1,1,1,1,0,0,0,0
45,38359,221287,654,109,4,24.25,36,0.35,1,0,2,1,0,2,1,0
26,118166,211006,402,0,2,2.19,24,0.17,3,2,1,1,0,4,0,0
24,106481,179815,716,53,1,3.37,60,0.62,3,2,0,1,1,0,0,0
48,99651,195704,350,12,2,22.95,24,0.14,1,3,2,1,1,4,1,0
45,56537,55520,802,66,4,13.28,48,0.27,2,0,1,0,1,4,1,0
42,136462,138361,733,80,2,22.94,48,0.84,1,0,1,0,1,0,0,0
34,32359,133782,325,5,4,22.87,60,0.26,1,1,0,1,1,4,0,1
53,37697,69824,435,24,2,11.93,24,0.28,1,0,1,0,1,3,1,0
28,100744,35319,648,67,4,13.62,48,0.16,2,2,2,1,1,3,0,0
51,25716,190810,447,66,3,7.45,48,0.7,1,3,2,1,0,2,1,0
39,147823,86162,451,10,2,3.24,36,0.64,2,3,1,0,1,1,0,0
53,67037,9675,642,12,1,22.68,60,0.82,1,3,0,0,1,2,0,0
28,122943,176297,572,33,4,18.49,36,0.47,0,2,2,0,0,1,1,0
58,136925,225189,389,51,4,16.07,24,0.22,2,0,2,0,1,3,0,0
26,59483,242814,717,48,4,13.68,24,0.17,2,2,1,1,1,2,0,0
19,78936,87318,473,9,2,15.45,48,0.36,2,0,1,1,1,0,1,1
53,124662,30467,695,23,2,24.64,36,0.61,3,2,1,0,1,0,1,0
44,52175,75713,719,12,1,23.47,24,0.33,0,1,1,1,0,1,0,0
45,90381,104562,450,2,1,20.58,36,0.36,2,0,0,0,1,4,1,1
61,144274,24798,351,116,3,18.89,60,0.38,0,3,0,0,1,1,0,0
20,110601,73453,490,93,3,14.23,36,0.45,0,1,0,1,1,4,1,1
57,149625,43202,751,53,4,19.47,48,0.54,0,0,2,0,1,1,0,0
19,48642,207290,668,3,4,15.57,60,0.38,0,2,2,0,0,0,1,0
65,103535,21102,573,104,4,23.53,48,0.11,2,2,2,1,1,0,0,0
33,142933,236943,455,104,1,9.42,36,0.83,0,1,0,0,1,1,0,0
25,31978,234874,843,59,3,2.88,24,0.85,2,2,2,0,1,1,1,0
69,83146,211315,325,22,4,10.05,36,0.56,1,1,2,1,1,3,0,0
18,103791,180375,666,78,2,14.56,36,0.11,0,0,0,0,1,2,0,0
42,79755,249210,740,13,3,4.95,60,0.24,3,1,2,0,1,4,1,0
42,119845,118047,721,82,3,21.67,60,0.25,0,0,1,1,0,1,1,0
33,98984,159648,490,15,2,4.92,36,0.85,3,3,1,1,0,0,1,0
41,122499,234091,560,54,1,11.55,48,0.77,3,1,2,1,0,4,1,0
47,26514,224143,375,92,3,5.0,12,0.75,1,0,1,0,0,4,0,0
58,25296,237019,460,111,3,21.91,48,0.18,1,1,0,0,1,4,1,0
46,81219,237353,525,49,2,12.89,48,0.43,1,2,0,1,1,2,1,0
65,68028,184537,754,5,2,13.82,24,0.59,1,0,1,0,1,1,1,0
24,90670,100124,375,9,2,10.97,12,0.14,3,1,0,1,1,0,0,0
57,137494,39792,496,63,2,22.31,24,0.3,3,2,0,0,1,1,1,0
18,118430,234060,577,43,4,16.25,60,0.8,0,0,0,0,1,2,1,0
32,67936,244909,729,67,4,12.2,12,0.72,2,3,1,1,0,0,0,0
50,119970,88327,824,48,1,13.32,36,0.9,1,3,0,1,0,4,1,0
54,63293,216685,622,82,3,22.26,48,0.41,2,2,1,0,1,3,0,0
58,32621,231083,789,3,2,6.99,48,0.45,1,0,0,0,0,1,0,0
33,37282,199450,668,6,4,10.81,24,0.62,3,1,1,0,1,3,1,0
40,121029,39070,300,103,2,4.4,12,0.17,0,2,0,0,0,3,1,0
26,46483,54164,763,114,2,19.75,36,0.52,3,2,0,0,1,4,0,0
64,90547,45510,818,2,1,7.4,24,0.17,2,3,1,1,1,1,0,0
39,60203,78759,363,103,1,3.51,48,0.62,3,0,0,1,0,2,1,0
50,67203,28717,391,103,2,2.26,36,0.45,1,2,1,0,0,4,0,0
35,71703,118419,413,13,1,19.32,60,0.37,3,0,1,0,0,4,1,1
29,24835,61963,640,63,1,2.28,48,0.39,2,3,0,0,1,1,0,0
30,125344,115726,549,27,1,23.17,24,0.54,1,2,1,1,0,3,1,0
37,75746,130670,783,38,1,14.52,48,0.43,2,2,0,0,0,4,1,0
34,143868,160402,404,40,4,12.57,48,0.25,3,0,2,1,0,4,0,0
53,134724,196551,513,115,1,6.08,60,0.67,2,3,1,1,1,4,1,0
34,61617,222142,693,84,1,16.74,24,0.41,2,0,2,1,1,3,1,1
45,112360,185982,571,5,1,24.63,12,0.23,0,0,0,1,1,4,1,0
34,91716,120657,518,84,2,17.04,12,0.66,0,0,1,0,0,1,0,0
35,32413,150583,568,25,1,23.65,12,0.69,1,1,1,1,0,0,1,1
33,77398,239202,627,114,2,15.33,36,0.19,0,0,1,0,1,0,1,0
58,107261,45711,371,8,1,5.38,24,0.66,0,0,0,0,0,3,1,0
27,115428,24773,405,119,3,6.45,24,0.67,3,3,0,1,0,0,1,0
38,26272,14298,775,28,2,16.49,36,0.47,3,0,2,0,1,4,1,0
34,45884,26184,674,78,4,5.68,24,0.86,1,3,2,1,1,4,1,0
65,78317,132560,493,53,1,5.26,48,0.67,2,1,2,0,1,0,1,0
30,43742,99657,315,72,2,19.3,12,0.81,2,3,1,0,0,4,1,1
31,32835,180522,843,30,1,19.47,24,0.65,0,0,0,0,1,3,0,0
36,29624,162311,425,21,1,23.64,60,0.46,1,0,0,0,1,1,0,0
27,95152,218550,470,103,2,21.69,36,0.85,3,1,2,0,0,3,1,0
37,75621,142048,813,57,3,2.82,24,0.51,3,2,2,0,1,0,0,0
51,40065,64059,582,91,2,20.92,60,0.39,2,3,0,0,1,2,1,0
45,89993,168212,818,53,1,23.61,48,0.3,0,2,0,1,1,0,1,0
45,39570,18938,456,73,2,9.87,36,0.28,0,0,1,1,0,1,0,0
68,106805,227852,579,92,2,8.03,60,0.21,1,1,1,1,0,0,0,0
25,89323,150770,828,38,2,16.77,60,0.6,0,0,2,1,1,2,0,1
22,56014,156333,461,110,1,10.45,24,0.71,2,1,2,0,0,4,1,0
25,113121,23747,594,11,2,5.62,12,0.5,0,0,1,1,0,4,1,1
57,46064,71046,372,19,4,21.64,48,0.82,1,3,2,0,1,3,0,0
39,63042,244837,380,93,1,6.11,48,0.22,2,1,2,0,0,4,1,0
36,29933,129937,397,119,4,16.61,60,0.4,1,0,0,1,0,4,0,1
